id,name,pagerank
3127,9 St & 44 Rd,0.6986670464070358
3605,31 Ave & Crescent St,0.6982889296459418
3290,E 89 St & York Ave,0.6896888655083605
3260,Mercer St & Bleecker St,0.6896661518184968
3353,Reed St & Van Brunt St,0.6893448732350649
3243,E 58 St & 1 Ave,0.687428465102184
3244,University Pl & E 8 St,0.6873340542924844
3407,Union St & Nevins St,0.6824318628805303
3076,Scholes St & Manhattan Ave,0.6804951698588408
3222,Hanson Pl & St Felix St,0.6801982209905144
419,Carlton Ave & Park Ave,0.679307489779681
3067,Broadway & Whipple St,0.6785395533530175
216,Columbia Heights & Cranberry St,0.6693975057196785
3522,37 St & 24 Ave,0.6612395941036205
302,Avenue D & E 3 St,0.6591953989758557
3329,Degraw St & Smith St,0.6588631641397559
291,Madison St & Montgomery St,0.6469261154318486
3588,Vernon Blvd & 10 St,0.6466271656202341
3603,31 Ave & 30 St,0.6444597627263898
3529,Lenox Ave & W 130 St,0.6441200126124152
332,Cherry St,0.6437252787389968
3589,Broadway & 12 St,0.6353614041572445
3094,Graham Ave & Withers St,0.6349209188440487
3178,Riverside Dr & W 78 St,0.6349035869409008
2017,E 43 St & 2 Ave,0.6318217147844795
341,Stanton St & Mangin St,0.6303005758344998
3390,E 109 St & 3 Ave,0.6238615028056863
3317,10 St & 5 Ave,0.6206978519175583
3080,S 4 St & Rodney St,0.6206214042298162
3609,Vernon Blvd & 31 Ave,0.6170349787760105
3241,Monroe St & Tompkins Ave,0.6104849087660108
512,W 29 St & 9 Ave,0.603932045586744
3553,Frederick Douglass Blvd & W 112 St,0.6034373488178018
3412,Pacific St & Nevins St,0.6007268758503368
3088,Union Ave & Jackson St,0.5991242485583572
3054,Greene Ave & Throop Ave,0.5979897384097225
3303,Butler St & Court St,0.5927208116669459
3598,Newton Rd & 44 St,0.5906945824459773
3523,24 Ave & 29 St,0.588112571610964
3357,W 106 St & Amsterdam Ave,0.5876709939328303
245,Myrtle Ave & St Edwards St,0.5862374410659349
3556,24 St & 41 Ave,0.577586127411433
3123,31 St & Thomson Ave,0.576356149197179
3388,President St & Henry St,0.5761704790489726
3561,37 Ave & 35 St,0.5758446270597803
3055,Greene Ave & Nostrand Ave,0.5750940237860218
3378,E 76 St & Park Ave,0.5723379077240971
3313,6 Ave & 12 St,0.5690008925385324
3534,Frederick Douglass Blvd & W 117 St,0.5681354768568067
3056,Kosciuszko St & Nostrand Ave,0.5673390130270768
3386,1 Pl & Clinton St,0.5487641978262144
3478,2 Ave & 36 St - Citi Bike HQ at Industry City,0.5475115831482478
3413,Wyckoff St & 3 Ave,0.5467864533836786
3246,Montague St & Clinton St,0.5461063976934788
3447,E 71 St & 1 Ave,0.5455160884137388
3095,Graham Ave & Herbert St,0.539797125724985
3366,West End Ave & W 107 St,0.5379227661295538
82,St James Pl & Pearl St,0.5344797747402538
3363,E 102 St & Park Ave,0.5318661134798682
3091,Frost St & Meeker St,0.5254150143067626
3325,E 95 St & 3 Ave,0.5240659196386125
298,3 Ave & Schermerhorn St,0.5224053029261635
3294,E 91 St & Park Ave,0.5213303933941277
3131,E 68 St & 3 Ave,0.5212915812627424
3573,35 St & 34 Ave,0.5166030263083746
3562,Classon Ave & St Marks Ave,0.516479021802502
3536,W 116 St & Broadway,0.5141790968118348
3560,28 St & 38 Ave,0.5140814528817997
3105,N 15 St & Wythe Ave,0.5136057757449233
3577,34 Ave & 21 St,0.5065146432924459
3533,St. Nicholas Ave & W 126 St,0.505956717014652
266,Avenue D & E 8 St,0.5011113865618214
3565,36 Ave & 10 St,0.4997997833469861
248,Laight St & Hudson St,0.49358679714052656
3072,Leonard St & Boerum St,0.48855971281262417
3542,Amsterdam Ave & W 119 St,0.48740248118323537
3566,Crescent St & 35 Ave,0.486991246942926
3316,W 104 St & Amsterdam Ave,0.46907129762750815
3289,W 90 St & Amsterdam Ave,0.4676687997816329
3340,Wolcott St & Dwight St,0.4670051854241278
3371,4 Ave & 2 St,0.46699049425444533
3401,2 Ave & 9 St,0.46571075158641523
3059,Pulaski St & Marcus Garvey Blvd,0.4405769945670079
3454,Leonard St & Maujer St,0.43727908247814234
3510,Adam Clayton Powell Blvd & W 123 St,0.4358100145872821
3438,E 76 St & 3 Ave,0.4357439275148122
400,Pitt St & Stanton St,0.4349483571474607
3265,E 2 St & 2 Ave,0.43461592991713566
3265,E 2 St & 2 Ave E,0.43461592991713566
3392,Commerce St & Van Brunt St,0.43295311890597465
464,E 56 St & 3 Ave,0.4321102510276583
3179,Park Ave & Marcus Garvey Blvd,0.4160086724655609
3352,Sigourney St & Columbia St,0.4151107380305383
3393,Richards St & Delavan St,0.41479148989058906
3356,Amsterdam Ave & W 66 St,0.4057997643419013
3421,Hoyt St & Warren St,0.40499055838773484
3486,Schermerhorn St & Bond St,0.4027909591026997
3053,Marcy Ave & Lafayette Ave,0.40252445811742
3394,Columbia St & W 9 St,0.39987623716651327
3466,W 45 St & 6 Ave,0.39805517180695066
3540,Morningside Ave & W 123 St,0.3832578896211991
3375,3 Ave & E 72 St,0.3819377782257098
3333,Columbia St & Lorraine St,0.3811359630564643
3569,Franklin Ave & St Marks Ave,0.3793637132195087
218,Gallatin Pl & Livingston St,0.3777592175050341
3554,Vernon Blvd & 41 Rd,0.3562235702384838
3395,Henry St & W 9 St,0.3538793951477956
3154,E 77 St & 3 Ave,0.34568818345947244
3355,E 66 St & Madison Ave,0.34456376037377295
3575,Crescent St & 34 Ave,0.3440197872262509
3461,Murray St & Greenwich St,0.34332511098606466
3502,Lexington Ave & E 111 St,0.34314253488249064
3452,Bayard St & Leonard St,0.3422961680216566
3337,Dwight St & Van Dyke St,0.3395979959792567
3075,Division Ave & Marcy Ave,0.3225836073658724
3618,27 St & Hunter St,0.32069311800847045
3327,3 Ave & E 100 St,0.3200815492072826
3153,E 71 St & 2 Ave,0.3192610524037408
3500,E 115 St & Madison Ave,0.31756125706474336
3472,W 15 St & 10 Ave,0.3118366405576368
3237,21 St & 41 Ave,0.31047117820495207
3625,28 St & 40 Ave,0.3103350936712566
3558,Bergen St & Vanderbilt Ave,0.30905996942183983
3622,E 128 St & Madison Ave,0.306728178713664
3613,Center Blvd & 48 Ave,0.2995958951994196
3476,Norman Ave & Leonard St,0.29876370872507246
3527,5 Ave & E 126 St,0.2986044515454912
3449,Eckford St & Engert Ave,0.2981429672154923
3548,Pacific St & Bedford Ave,0.2839416183360209
3503,Madison Ave & E 120 St,0.2788115819933508
3583,Eastern Pkwy & Washington Ave,0.27671732359253265
3578,Park Pl & Franklin Ave,0.2762436613304827
3551,3 Ave & E 112 St,0.27604195977224705
3474,6 Ave & Spring St,0.2747430787018937
3564,21 St & 36 Ave,0.2738851216689889
3644,Van Dyke St & Van Brunt St,0.27380299366414435
255,NYCBS Depot - SSP,0.2733165649651069
3557,40 Ave & 9 St,0.26224589733363557
3495,E 114 St & 1 Ave,0.26223616288762985
3632,E 12 St & Avenue B,0.26056336222029525
3491,E 118 St & 1 Ave,0.2583938495964876
3643,E 41 St & 5 Ave,0.24262471157421175
3537,Carlton Ave & Dean St,0.23986437336014502
3601,Sterling St & Bedford Ave,0.23969858060210164
3457,E 58 St & Madison Ave,0.2376790296125412
3445,Riverside Dr & W 89 St,0.23532782734283678
3089,Leonard St & Meeker Ave,0.2290969188034264
3594,Montgomery St & Franklin Ave OLD,0.22692880561249215
3647,48 Ave & 30 Pl,0.22627126859176755
3464,W 37 St & Broadway,0.22604466295663142
3506,Lexington Ave & E 120 St,0.22519434261290142
3587,Carroll St & Washington Ave,0.2137387556558482
3590,Carroll St & Franklin Ave,0.21314188323420044
3653,31 St & 35 Ave,0.20411360541950554
3489,Gold St & Frankfort St,0.20298493535817888
3559,21 St & 38 Ave,0.20096820195108575
3219,NYCBS Depot - STY,0.18683006022168444
3648,Flushing Ave & Vanderbilt Ave,0.18608789425118358
3468,NYCBS Depot - STY - Garage 4,0.1843273747728754
3642,E 98 St & Lexington Ave,0.18404478521188705
3019,NYCBS Depot - DEL,0.15856251514722777
3450,Penn Station Valet - Valet Scan,0.15420229853484366
3020,NYCBS Test,0.1532394408518382
3240,NYCBS Depot BAL - DYR,0.15257344731995284
3631,Crown St & Bedford Ave,0.1511826866417788
3543,Morningside Dr & Amsterdam Ave,0.15043757003680103
3385,2 Ave & E 105 St,0.15019165740836807
3248,LPI Facility,0.15016850913044225
3215,JSQ Don't Use,0.1501487487604434
164,E 47 St & 2 Ave,1.333537292120716
485,W 37 St & 5 Ave,1.3329599705057078
3236,PABT Valet,1.3179507717434138
3236,W 42 St & Dyer Ave,1.3179507717434138
261,Johnson St & Gold St,1.3164822653024089
510,W 51 St & 6 Ave,0.9898013233240219
3101,N 12 St & Bedford Ave,0.9897913474514598
399,Lafayette Ave & St James Pl,0.9892263327679255
3104,Kent Ave & N 7 St,0.9888592415773695
3104,KentAve&N7 St,0.9888592415773695
3151,E 81 St & York Ave,0.9523130392188255
3361,Carroll St & 6 Ave,0.9513045565827924
3304,6 Ave & 9 St,0.9509888613656176
295,Pike St & E Broadway,0.9492397388621785
369,Washington Pl & 6 Ave,0.9465454814823575
3326,Clinton St & Centre St,0.3977449860984081
3309,E 97 St & 3 Ave,0.394314980346898
339,Avenue D & E 12 St,0.3905761935872325
3538,W 110 St & Amsterdam Ave,0.3889751631839294
3455,Schermerhorn St & 3 Ave,0.3879294434263714
3099,Leonard St & Manhattan Ave,0.2978227281283581
3467,W Broadway & Spring Street,0.2974072261487639
3501,E 118 St & Madison Ave,0.2973961881229092
3606,49 Ave & 21 St,0.2963702888085478
3437,Riverside Dr & W 91 St,0.2962181672671569
3129,Queens Plaza North & Crescent St,2.8929743374727948
402,Broadway & E 22 St,2.887185095972266
540,Lexington Ave & E 29 St,2.8450941511143384
540,Lexington Ave & E 26 St,2.8450941511143384
384,Fulton St & Waverly Ave,2.8376608775034735
384,Fulton St & Washington Ave,2.8376608775034735
517,Pershing Square South,4.134364841109948
517,E 41 St & Madison Ave,4.134364841109948
517,Pershing Square S,4.134364841109948
532,S 5 Pl & S 5 St,3.916160807527277
532,S 5 Pl & S 4 St,3.916160807527277
504,1 Ave & E 15 St,3.58390525866511
504,1 Ave & E 16 St,3.58390525866511
468,Broadway & W 55 St,3.434931389065668
468,Broadway & W 56 St,3.434931389065668
312,Allen St & E Houston St,3.0961955619971984
312,Allen St & Stanton St,3.0961955619971984
499,Broadway & W 60 St,3.0951928725884006
426,West St & Chambers St,3.0299806849140034
521,8 Ave & W 31 St,3.0018798314904562
521,8 Ave & W 31 St N,3.0018798314904562
281,Grand Army Plaza & Central Park S,2.9402709359637926
3119,Vernon Blvd & 50 Ave,2.9304266749609478
217,Old Fulton St,2.748457373545663
514,12 Ave & W 40 St,2.7256652903566794
2002,Wythe Ave & Metropolitan Ave,2.712220886725882
477,W 41 St & 8 Ave,2.668239201853112
457,Broadway & W 58 St,2.65376351199348
293,Lafayette St & E 8 St,2.6052874386335105
490,8 Ave & W 33 St,2.571218138338008
430,York St & Jay St,2.5705944524007935
285,Broadway & E 14 St,2.565021969452563
417,Barclay St & Church St,2.1654003366357206
523,W 38 St & 8 Ave,2.157771519396295
382,University Pl & E 14 St,2.1574164634246698
327,Vesey Pl & River Terrace,2.1417930027767778
319,Fulton St & Broadway,2.1392000129321
319,Park Pl & Church St,2.1392000129321
3263,Cooper Square & E 7 St,2.1192156687191153
3263,Cooper Square & Astor Pl,2.1192156687191153
314,Montague St & Clinton St,2.108228790058609
314,Cadman Plaza West & Montague St,2.108228790058609
398,Atlantic Ave & Furman St,2.1061793477005573
83,Atlantic Ave & Fort Greene Pl,2.0946337454695834
143,Clinton St & Joralemon St,2.085020511234843
444,Broadway & W 24 St,2.0730878570992783
518,E 39 St & 2 Ave,2.0434379337786184
479,9 Ave & W 45 St,2.025867056964737
3002,South End Ave & Liberty St,2.0169312172505456
168,W 18 St & 6 Ave,2.00718219280247
229,Great Jones St,1.9932106121826318
305,E 58 St & 3 Ave,1.9627661616863348
173,Broadway & W 49 St,1.9610042747238894
310,State St & Smith St,1.9520114148395606
3147,E 85 St & 3 Ave,1.9436630029455908
446,W 24 St & 7 Ave,1.856450939806087
505,6 Ave & W 33 St,1.8538826950833012
320,Leonard St & Church St,1.837091217754211
320,Church St & Leonard St,1.837091217754211
475,E 15 St & Irving Pl,1.836452731858037
475,E 16 St & Irving Pl,1.836452731858037
127,Barrow St & Hudson St,1.8142832670998543
3423,West Drive & Prospect Park West,1.8139696027879268
493,W 45 St & 6 Ave,1.8129243645563706
493,W 45 St & 6 Ave (1),1.8129243645563706
3593,31 St & Broadway,1.7753214768343064
3516,31 St & Astoria Blvd,1.7724995679984041
498,Broadway & W 32 St,1.7681596943992481
157,Henry St & Atlantic Ave,1.7591747529109172
3526,31 St & 23 Ave,1.758890417075273
391,Clark St & Henry St,1.7333844711150341
161,LaGuardia Pl & W 3 St,1.7315812465258518
3374,Central Park North & Adam Clayton Powell Blvd,1.7271645222095582
3107,Bedford Ave & Nassau Ave,1.7178632099602051
509,9 Ave & W 22 St,1.7134928909756348
461,E 20 St & 2 Ave,1.6388753832721419
462,W 22 St & 10 Ave,1.6359770741892214
406,Hicks St & Montague St,1.6349884156813455
465,Broadway & W 41 St,1.6307338951159676
486,Broadway & W 29 St,1.6265485579188916
466,W 25 St & 6 Ave,1.6262655441700937
297,E 15 St & 3 Ave,1.6244711170754251
427,State St,1.6229230282395906
427,Bus Slip & State St,1.6229230282395906
3166,Riverside Dr & W 72 St,1.6174992546938904
3166,Riverside Dr & W 72 St,1.6174992546938904
380,W 4 St & 7 Ave S,1.6109660378075694
496,E 16 St & 5 Ave,1.6106930782903375
491,E 24 St & Park Ave S,1.6104421437729002
385,E 55 St & 2 Ave,1.6073919682022277
484,W 44 St & 5 Ave,1.5998374690138133
531,Forsyth St & Broome St,1.597451308687472
274,Lafayette Ave & Fort Greene Pl,1.5970365214582707
483,E 12 St & 3 Ave,1.570300060929149
3164,Columbus Ave & W 72 St,1.5638522488252884
474,5 Ave & E 29 St,1.5600855319319433
488,W 39 St & 9 Ave,1.5562623547321595
482,W 15 St & 7 Ave,1.513082986433213
116,W 17 St & 8 Ave,1.5091768426148002
546,E 30 St & Park Ave S,1.501567248387772
3086,Graham Ave & Conselyea St,1.4948481733863803
428,E 3 St & 1 Ave,1.4896786052962252
348,W Broadway & Spring St,1.4884808528047124
3418,Plaza St West & Flatbush Ave,1.4838757321246479
195,Liberty St & Broadway,1.4797405949545115
167,E 39 St & 3 Ave,1.4792976420138135
334,W 20 St & 7 Ave,1.444122257246102
268,Howard St & Centre St,1.4426925588904822
441,E 52 St & 2 Ave,1.4418806401555073
536,1 Ave & E 30 St,1.4342149295944842
433,E 13 St & Avenue A,1.4337269594540532
3143,5 Ave & E 78 St,1.430543304707628
326,E 11 St & 1 Ave,1.429747928182297
476,E 31 St & 3 Ave,1.4252561551619916
239,Willoughby St & Fleet St,1.418532859380678
147,Greenwich St & Warren St,1.3947549178116905
515,W 43 St & 10 Ave,1.3935133804844073
395,Bond St & Schermerhorn St,1.3935051064463502
478,11 Ave & W 41 St,1.3930367015061123
481,S 3 St & Bedford Ave,1.3515146676457026
439,E 4 St & 2 Ave,1.345096631228181
3425,2 Ave & E 104 St,1.3448042011351633
