src,name,percent
3103,N 11 St & Wythe Ave,0.029197080291970802
3616,Steinway St & 28 Ave,0.02916346891788181
3358,Garfield Pl & 8 Ave,0.029037800687285224
3589,Broadway & 12 St,0.028894472361809045
307,Canal St & Rutgers St,0.02888030332117489
3046,Marcus Garvey Blvd & Macon St,0.0288659793814433
3613,Center Blvd & 48 Ave,0.028784648187633263
3577,34 Ave & 21 St,0.028700906344410877
3294,E 91 St & Park Ave,0.02863681708819905
3350,W 100 St & Broadway,0.028606347630141696
481,S 3 St & Bedford Ave,0.028588038162979175
3074,Montrose Ave & Bushwick Ave,0.028580188036517237
3585,Union St & Bedford Ave,0.02857142857142857
157,Henry St & Atlantic Ave,0.02854305532567972
3561,37 Ave & 35 St,0.02843601895734597
3322,12 St & 4 Ave,0.02843426883308715
3455,Schermerhorn St & 3 Ave,0.02818920210224558
3290,E 89 St & York Ave,0.028186528497409328
437,Macon St & Nostrand Ave,0.0281555112647274
3073,Division Ave & Hooper St,0.028127313101406367
3393,Richards St & Delavan St,0.027995183624322698
525,W 34 St & 11 Ave,0.02774725976647334
3425,2 Ave  & E 104 St,0.027721038809454333
3425,2 Ave & E 104 St,0.027721038809454333
3149,E 82 St & 2 Ave,0.027679433537174124
225,W 14 St & The High Line,0.0275459885939711
3256,Pier 40 - Hudson River Park,0.02726675034367342
3091,Frost St & Meeker St,0.027139058345064915
3336,E 97 St & Madison Ave,0.027087198515769944
328,Watts St & Greenwich St,0.02702862988717067
3511,Adam Clayton Powell Blvd & W 115 St,0.02702702702702703
397,Fulton St & Clermont Ave,0.02678977826906821
3232,Bond St & Fulton St,0.026753670473083198
3494,E 115 St & Lexington Ave,0.026737967914438502
3632,E 12 St & Avenue B,0.02673125224255472
356,Bialystoker Pl & Delancey St,0.026548462233208156
3070,McKibbin St & Manhattan Ave,0.02648704189976025
3145,E 84 St & Park Ave,0.026438132664339222
349,Rivington St & Ridge St,0.026425536379373657
502,Henry St & Grand St,0.026279534989054127
3646,35 Ave & 10 St,0.026200873362445413
3076,Scholes St & Manhattan Ave,0.026122076737671814
3106,Driggs Ave & N Henry St,0.026053884979028934
3602,31 Ave & 34 St,0.025966532025389497
487,E 20 St & FDR Drive,0.025952250325173683
386,Centre St & Worth St,0.025908874133313768
3623,W 120 St & Claremont Ave,0.02588235294117647
350,Clinton St & Grand St,0.02576045452030031
3313,6 Ave & 12 St,0.02573828230831753
396,Lefferts Pl & Franklin Ave,0.025609062085038346
365,Fulton St & Grand Ave,0.025559821753874612
3389,Carroll St & Columbia St,0.025541230844076866
241,DeKalb Ave & S Portland Ave,0.025540549996501294
3172,W 74 St & Columbus Ave,0.025511127193776007
3139,E 72 St & Park Ave,0.025423323447814023
3377,Carroll St & Bond St,0.0254088515199113
3121,Jackson Ave & 46 Rd,0.025372634399598058
3644,Van Dyke St & Van Brunt St,0.025327510917030567
3591,21 St & 31 Dr,0.025200458190148912
298,3 Ave & Schermerhorn St,0.025191288993525605
