id,name,ratio
298,3 Ave & Schermerhorn St,1.053855208946439
3114,India St & East River,1.0536696377773564
3221,47 Ave & 31 St,1.0430163254729203
426,West St & Chambers St,1.0429557527103095
3457,E 58 St & Madison Ave,1.042833358559104
147,Greenwich St & Warren St,1.0426461283885726
3312,1 Ave & E 94 St,1.041652402145384
463,9 Ave & W 16 St,1.037104156306105
157,Henry St & Atlantic Ave,1.0368938174267615
329,Greenwich St & N Moore St,1.0364350324919178
329,Greenwich St & North Moore St,1.0364350324919178
300,Shevchenko Pl & E 7 St,1.0291315254307274
300,Shevchenko Pl & E 6 St,1.0291315254307274
368,Carmine St & 6 Ave,1.028904427416601
3123,31 St & Thomson Ave,1.0271213322759714
439,E 4 St & 2 Ave,1.0270669409035467
257,Lispenard St & Broadway,1.026881638731442
3407,Union St & Nevins St,1.0267017675817978
3621,27 Ave & 9 St,1.0265957446808511
3419,Douglass St & 4 Ave,1.0258212255211623
265,Stanton St & Chrystie St,1.0256803153611393
3530,Crescent St & Ditmars Blvd,1.0253731343283583
128,MacDougal St & Prince St,1.0253461352606257
311,Norfolk St & Broome St,1.0251001530944326
306,Cliff St & Fulton St,1.0212410943666075
3425,2 Ave  & E 104 St,1.0212041630191615
3425,2 Ave & E 104 St,1.0212041630191615
3140,1 Ave & E 78 St,1.0209726443768996
251,Mott St & Prince St,1.01879331728314
3505,Lexington Ave & E 127 St,1.0186915887850467
315,South St & Gouverneur Ln,1.0186087099204189
264,Maiden Ln & Pearl St,1.0184836103157702
3524,19 St & 24 Ave,1.0180722891566265
537,Lexington Ave & E 24 St,1.0135478901679955
3079,Leonard St & Grand St,1.0133888723594169
297,E 15 St & 3 Ave,1.013314790362341
353,S Portland Ave & Hanson Pl,1.0131152599907423
3255,8 Ave & W 31 St,1.0130973982564089
3374,Central Park North & Adam Clayton Powell Blvd,1.0112340425531914
127,Barrow St & Hudson St,1.0110828481071155
384,Fulton St & Washington Ave,1.011058974305972
384,Fulton St & Waverly Ave,1.011058974305972
3305,E 91 St & 2 Ave,1.0110480016623953
502,Henry St & Grand St,1.010181550539745
328,Watts St & Greenwich St,1.0100375109345114
3411,Bond St & Bergen St,1.0098929614012326
3501,E 118 St & Madison Ave,1.0098887515451174
438,St Marks Pl & 1 Ave,1.0098770767920475
3509,Lenox Ave & W 115 St,1.008400420021001
3458,W 55 St & 6 Ave,1.0083692783106935
3490,E 116 St & 2 Ave,1.0081018518518519
3132,E 59 St & Madison Ave,1.008051923619603
3643,E 41 St & 5 Ave,0.9727272727272728
3356,Amsterdam Ave & W 66 St,0.9724205592194909
3605,31 Ave & Crescent St,0.9723865877712031
3359,E 68 St & Madison Ave,0.972212780421482
450,W 49 St & 8 Ave,0.9719628085398814
364,Lafayette Ave & Classon Ave,0.9312055517320487
3058,Lewis Ave & Kosciuszko St,0.9304022271287319
267,Broadway & W 36 St,0.9295312462573954
318,E 43 St & Vanderbilt Ave,0.9293345786728022
3316,W 104 St & Amsterdam Ave,0.9257080097277791
533,Broadway & W 38 St,0.9251678117349759
533,Broadway & W 39 St,0.9251678117349759
3089,Leonard St & Meeker Ave,0.9249377445748844
3044,Albany Ave & Fulton St,0.9242330656784024
3354,3 St & Prospect Park West,0.9160562476608031
3149,E 82 St & 2 Ave,0.9153524299967815
3144,E 81 St & Park Ave,0.914719147191472
3545,Broadway & W 122 St,0.9131082423038729
3053,Marcy Ave & Lafayette Ave,0.9073286052009456
3160,Central Park West & W 76 St,0.8816446495164655
469,Broadway & W 53 St,0.8806877437604469
362,Broadway & W 37 St,0.8806346297038776
3163,Central Park West & W 68 St,0.8765919706734464
443,Bedford Ave & S 9 St,0.8756969082615307
443,Bedford Ave & S 9th St,0.8756969082615307
3230,Penn Station Valet,0.5855214243787908
3197,Hs Don't Use,0.47058823529411764
3450,Penn Station Valet - Valet Scan,0.2377245508982036
3480,WS Don't Use,0.23333333333333334
83,Atlantic Ave & Fort Greene Pl,1.071574368412247
313,Washington Ave & Park Ave,1.0702890122671114
432,E 7 St & Avenue A,1.0686162413155047
242,Flushing Ave & Carlton Ave,1.068281494177547
242,Carlton Ave & Flushing Ave,1.068281494177547
3120,Center Blvd & Borden Ave,1.0658322903629538
3120,Center Blvd & Borden Ave,1.0658322903629538
274,Lafayette Ave & Fort Greene Pl,1.0657263637102674
309,Murray St & West St,1.0654843943544026
3353,Reed St & Van Brunt St,1.0488721804511278
404,9 Ave & W 14 St,1.0483670532833347
3424,E 106 St & Lexington Ave,1.0479846449136276
3335,Union St & 4 Ave,1.0479284138269183
3615,44 Dr & 21 St,1.0463576158940397
3222,Hanson Pl & St Felix St,1.0462559069429298
3399,7 St & 3 Ave,1.045816733067729
377,6 Ave & Canal St,1.0454166666666667
3074,Montrose Ave & Bushwick Ave,1.04533996457283
284,Greenwich Ave & 8 Ave,1.0360536479802795
3599,Franklin Ave & Empire Blvd,1.0358937544867193
3066,Tompkins Ave & Hopkins St,1.035576552256074
3069,Lorimer St & Broadway,1.0355036565227649
491,E 24 St & Park Ave S,1.034004839192018
3420,Douglass St & 3 Ave,1.0338189778817846
3127,9 St & 44 Rd,1.0335809806835068
3067,Broadway & Whipple St,1.0332399485121526
3575,Crescent St & 34 Ave,1.0304054054054055
478,11 Ave & W 41 St,1.0302146708360957
3311,Columbia St & Kane St,1.030094914731075
168,W 18 St & 6 Ave,1.0297140867439571
3564,21 St & 36 Ave,1.0296610169491525
509,9 Ave & W 22 St,1.0294323376828851
3071,Boerum St & Broadway,1.0293680622323222
336,Sullivan St & Washington Sq,1.0293397697903977
3491,E 118 St & 1 Ave,1.0292792792792793
375,Mercer St & Bleecker St,1.0292200810520222
375,Mercer St & Bleecker St S,1.0292200810520222
3607,31 Ave & 14 St,1.0250569476082005
347,W Houston St & Hudson St,1.0241747386329336
347,Greenwich St & W Houston St,1.0241747386329336
