date,hour,month,day_of_week,sunrise,icon,precip_prob,temperature,humidity,wind_speed,rides
2013-06-01,0,6,7,0,clear,0.01,77.65,0.61,2.06,152
2013-06-01,1,6,7,0,clear,0.01,75.62,0.67,1.93,102
2013-06-01,2,6,7,0,clear,0.01,74.72,0.7,2.31,67
2013-06-01,3,6,7,0,clear,0.01,73.32,0.76,2.16,41
2013-06-01,4,6,7,0,clear,0.01,72.42,0.79,1.93,16
2013-06-01,5,6,7,0,clear,0.01,71.67,0.82,1.87,13
2013-06-01,6,6,7,1,clear,0.01,71.14,0.83,1.9,40
2013-06-01,7,6,7,1,clear,0.01,73,0.82,2.68,93
2013-06-01,8,6,7,1,clear,0.01,76.06,0.76,3.7,177
2013-06-01,9,6,7,1,clear,0.01,78.98,0.7,3.8,280
2013-06-01,10,6,7,1,clear,0.01,83.82,0.63,3.64,375
2013-06-01,11,6,7,1,clear,0.01,87.31,0.59,3.02,473
2013-06-01,12,6,7,1,clear,0.01,89.89,0.54,3.48,604
2013-06-01,13,6,7,1,clear,0.01,91.46,0.51,4.21,638
2013-06-01,14,6,7,1,partly-cloudy,0.04,91.5,0.5,3.71,688
2013-06-01,15,6,7,1,clear,0.04,92.27,0.49,4.51,684
2013-06-01,16,6,7,1,clear,0.02,92.06,0.46,4.47,693
2013-06-01,17,6,7,1,clear,0,90.69,0.47,4.32,728
2013-06-01,18,6,7,1,clear,0,88.37,0.49,4.23,691
2013-06-01,19,6,7,1,clear,0,86.07,0.52,4,651
2013-06-01,20,6,7,1,clear,0,84.45,0.56,3.28,509
2013-06-01,21,6,7,0,clear,0,81.9,0.62,4.09,361
2013-06-01,22,6,7,0,clear,0,79.09,0.67,4.52,321
2013-06-01,23,6,7,0,clear,0,77.42,0.71,3.17,325
2013-06-02,0,6,1,0,clear,0,76.61,0.74,3.6,259
2013-06-02,1,6,1,0,clear,0,76.14,0.76,3.43,173
2013-06-02,2,6,1,0,clear,0,74.92,0.78,3.62,100
2013-06-02,3,6,1,0,clear,0,74.61,0.78,3.91,67
2013-06-02,4,6,1,0,clear,0,73.46,0.8,4.1,34
2013-06-02,5,6,1,0,clear,0,72.64,0.8,3.72,28
2013-06-02,6,6,1,1,clear,0,72.05,0.82,3.67,52
2013-06-02,7,6,1,1,clear,0,73.18,0.78,6.73,87
2013-06-02,8,6,1,1,clear,0,76.83,0.74,4.87,212
2013-06-02,9,6,1,1,clear,0,79.79,0.68,5.48,453
2013-06-02,10,6,1,1,clear,0,84.13,0.63,5.26,735
2013-06-02,11,6,1,1,clear,0,86.22,0.6,5.15,1063
2013-06-02,12,6,1,1,partly-cloudy,0,88.22,0.56,4.69,1308
2013-06-02,13,6,1,1,partly-cloudy,0,89.13,0.55,5.41,1446
2013-06-02,14,6,1,1,partly-cloudy,0,90.01,0.54,5.71,1481
2013-06-02,15,6,1,1,partly-cloudy,0,89.56,0.53,4.6,1591
2013-06-02,16,6,1,1,partly-cloudy,0,88.96,0.53,5.27,1470
2013-06-02,17,6,1,1,partly-cloudy,0,87.89,0.51,5.51,1336
2013-06-02,18,6,1,1,partly-cloudy,0,85.15,0.54,5.23,1247
2013-06-02,19,6,1,1,partly-cloudy,0,83.58,0.58,4.64,1076
2013-06-02,20,6,1,1,partly-cloudy,0.04,82.22,0.63,3.71,805
2013-06-02,21,6,1,0,partly-cloudy,0.25,77.3,0.72,3.78,545
2013-06-02,22,6,1,0,partly-cloudy,0.12,76.23,0.75,3.11,341
2013-06-02,23,6,1,0,partly-cloudy,0.33,75.29,0.82,3.83,62
2013-06-03,0,6,2,0,rain,0.6,73.1,0.86,3.39,47
2013-06-03,1,6,2,0,rain,0.68,72.15,0.87,2.71,34
2013-06-03,2,6,2,0,partly-cloudy,0.49,72.11,0.87,2.63,11
2013-06-03,3,6,2,0,partly-cloudy,0.76,71.33,0.89,3.92,3
2013-06-03,4,6,2,0,rain,0.84,70.92,0.92,3.39,1
2013-06-03,5,6,2,0,partly-cloudy,0.77,70.95,0.92,1.4,20
2013-06-03,6,6,2,1,partly-cloudy,0.74,70.54,0.93,2.61,91
2013-06-03,7,6,2,1,cloudy,0.7,70.09,0.93,3.26,159
2013-06-03,8,6,2,1,rain,0.66,70.41,0.93,2.54,192
2013-06-03,9,6,2,1,rain,0.82,69.88,0.93,2.53,64
2013-06-03,10,6,2,1,rain,0.81,69.81,0.93,1.24,171
2013-06-03,11,6,2,1,rain,0.74,71.24,0.9,0.73,324
2013-06-03,12,6,2,1,partly-cloudy,0.21,73.21,0.84,1.51,473
2013-06-03,13,6,2,1,partly-cloudy,0.06,75.33,0.77,2.24,496
2013-06-03,14,6,2,1,partly-cloudy,0.07,77.11,0.7,1.32,540
2013-06-03,15,6,2,1,partly-cloudy,0.05,77.39,0.68,1.22,574
2013-06-03,16,6,2,1,partly-cloudy,0.05,76.33,0.72,2.05,641
2013-06-03,17,6,2,1,partly-cloudy,0.12,75.56,0.75,1.69,587
2013-06-03,18,6,2,1,partly-cloudy,0.26,73.64,0.78,0.72,793
2013-06-03,19,6,2,1,rain,0.38,73.17,0.8,0.78,795
2013-06-03,20,6,2,1,partly-cloudy,0.26,72.73,0.81,0.62,650
2013-06-03,21,6,2,0,partly-cloudy,0.05,71.71,0.78,0.59,376
2013-06-03,22,6,2,0,partly-cloudy,0.05,71.02,0.7,2.51,323
2013-06-03,23,6,2,0,partly-cloudy,0.01,69.67,0.6,3.81,233
2013-06-04,0,6,3,0,partly-cloudy,0.06,67.93,0.52,4.96,101
2013-06-04,1,6,3,0,partly-cloudy,0,66.18,0.5,5.11,51
2013-06-04,2,6,3,0,partly-cloudy,0,64.14,0.5,4.78,39
2013-06-04,3,6,3,0,partly-cloudy,0,62.4,0.53,5.75,6
2013-06-04,4,6,3,0,partly-cloudy,0,60.51,0.55,5.56,11
2013-06-04,5,6,3,0,partly-cloudy,0,58.83,0.57,6.05,56
2013-06-04,6,6,3,1,clear,0,57.65,0.59,5.14,222
2013-06-04,7,6,3,1,clear,0,58.19,0.59,5.38,593
2013-06-04,8,6,3,1,clear,0,59.85,0.56,5.81,1160
2013-06-04,9,6,3,1,clear,0,61.51,0.52,5.15,975
2013-06-04,10,6,3,1,clear,0,63.34,0.5,4.52,553
2013-06-04,11,6,3,1,clear,0,65.5,0.47,4.64,570
2013-06-04,12,6,3,1,clear,0,67.89,0.43,4.81,769
2013-06-04,13,6,3,1,clear,0,69.82,0.4,4.33,916
2013-06-04,14,6,3,1,clear,0,71.81,0.36,4.29,789
2013-06-04,15,6,3,1,clear,0,73.08,0.34,4.5,771
2013-06-04,16,6,3,1,clear,0,74.29,0.32,4.59,973
2013-06-04,17,6,3,1,clear,0,74.99,0.31,3.58,1607
2013-06-04,18,6,3,1,clear,0,75.16,0.3,3.88,1796
2013-06-04,19,6,3,1,clear,0,74.19,0.31,3.8,1349
2013-06-04,20,6,3,1,clear,0,72.12,0.33,2.86,971
2013-06-04,21,6,3,0,clear,0,69.41,0.38,2.74,682
2013-06-04,22,6,3,0,clear,0,67.88,0.39,2.95,491
2013-06-04,23,6,3,0,clear,0,66.04,0.4,3,331
2013-06-05,0,6,4,0,clear,0,64.35,0.42,3.38,143
2013-06-05,1,6,4,0,clear,0,62.73,0.44,2.4,71
2013-06-05,2,6,4,0,partly-cloudy,0,61.32,0.45,1.93,24
2013-06-05,3,6,4,0,clear,0,59.16,0.5,1.82,26
2013-06-05,4,6,4,0,clear,0,57.89,0.53,1.53,11
2013-06-05,5,6,4,0,clear,0,56.65,0.56,1.43,52
2013-06-05,6,6,4,1,clear,0,56.01,0.6,1.55,205
2013-06-05,7,6,4,1,clear,0,58.69,0.59,2.06,531
2013-06-05,8,6,4,1,partly-cloudy,0,62.14,0.55,2.26,1145
2013-06-05,9,6,4,1,partly-cloudy,0,64.63,0.52,2.04,954
2013-06-05,10,6,4,1,partly-cloudy,0,67.61,0.49,1.75,551
2013-06-05,11,6,4,1,partly-cloudy,0,69.6,0.45,2.75,579
2013-06-05,12,6,4,1,partly-cloudy,0,70.54,0.43,2.94,762
2013-06-05,13,6,4,1,partly-cloudy,0,71.52,0.4,3.87,815
2013-06-05,14,6,4,1,partly-cloudy,0,71.91,0.38,3.1,850
2013-06-05,15,6,4,1,clear,0,71.99,0.38,3.69,802
2013-06-05,16,6,4,1,partly-cloudy,0,71.54,0.38,4.12,939
2013-06-05,17,6,4,1,partly-cloudy,0,70.8,0.39,3.76,1623
2013-06-05,18,6,4,1,partly-cloudy,0,69.49,0.41,3.55,1868
2013-06-05,19,6,4,1,partly-cloudy,0,68.21,0.45,3.12,1366
2013-06-05,20,6,4,1,partly-cloudy,0,66.06,0.51,2.56,922
2013-06-05,21,6,4,0,clear,0,63.5,0.61,2.17,674
2013-06-05,22,6,4,0,clear,0,61.78,0.7,1.66,461
2013-06-05,23,6,4,0,clear,0,60.61,0.77,0.86,316
2013-06-06,0,6,5,0,clear,0,59.75,0.81,0.99,152
2013-06-06,1,6,5,0,clear,0,58.95,0.85,0.95,71
2013-06-06,2,6,5,0,partly-cloudy,0,58.29,0.88,0.6,58
2013-06-06,3,6,5,0,partly-cloudy,0,58.17,0.89,0.46,17
2013-06-06,4,6,5,0,partly-cloudy,0,58.02,0.89,0.35,25
2013-06-06,5,6,5,0,partly-cloudy,0,57.76,0.89,0.56,70
2013-06-06,6,6,5,1,partly-cloudy,0,57.92,0.9,0.97,212
2013-06-06,7,6,5,1,partly-cloudy,0,59.29,0.89,1.04,540
2013-06-06,8,6,5,1,partly-cloudy,0,61.26,0.86,1.85,1147
2013-06-06,9,6,5,1,partly-cloudy,0,64.2,0.78,2.11,1029
2013-06-06,10,6,5,1,partly-cloudy,0,67.31,0.69,2.52,579
2013-06-06,11,6,5,1,partly-cloudy,0,69.18,0.62,4.91,546
2013-06-06,12,6,5,1,partly-cloudy,0,69.44,0.55,5.27,769
2013-06-06,13,6,5,1,partly-cloudy,0,69.23,0.51,5.28,799
2013-06-06,14,6,5,1,partly-cloudy,0,69.52,0.51,5.56,805
2013-06-06,15,6,5,1,partly-cloudy,0,68.31,0.59,5.33,781
2013-06-06,16,6,5,1,partly-cloudy,0,67.24,0.66,4.97,895
2013-06-06,17,6,5,1,partly-cloudy,0,66.12,0.73,4.38,1214
2013-06-06,18,6,5,1,partly-cloudy,0.18,65.13,0.78,3.72,1179
2013-06-06,19,6,5,1,cloudy,0.25,64.36,0.82,4.05,776
2013-06-06,20,6,5,1,cloudy,0.27,63.81,0.84,3.45,381
2013-06-06,21,6,5,0,cloudy,0.52,63.07,0.85,3.44,172
2013-06-06,22,6,5,0,cloudy,0.75,62.38,0.88,2.95,109
2013-06-06,23,6,5,0,rain,0.8,61.96,0.89,2.88,94
2013-06-07,0,6,6,0,rain,0.82,61.51,0.9,2.55,51
2013-06-07,1,6,6,0,rain,0.81,61.37,0.9,2.47,36
2013-06-07,2,6,6,0,rain,0.86,61.18,0.9,1.93,16
2013-06-07,3,6,6,0,rain,0.83,61.22,0.92,1.72,8
2013-06-07,4,6,6,0,rain,0.85,61.24,0.93,2.58,4
2013-06-07,5,6,6,0,rain,0.9,61.18,0.93,3.25,7
2013-06-07,6,6,6,1,rain,0.91,61.09,0.93,3.64,26
2013-06-07,7,6,6,1,rain,0.89,61.13,0.93,3.96,53
2013-06-07,8,6,6,1,rain,0.83,61.16,0.93,4.04,113
2013-06-07,9,6,6,1,rain,0.9,61.31,0.93,4.2,83
2013-06-07,10,6,6,1,rain,0.91,61.77,0.94,3.47,73
2013-06-07,11,6,6,1,rain,0.94,62.22,0.94,3.81,52
2013-06-07,12,6,6,1,rain,0.92,62.57,0.94,4.25,53
2013-06-07,13,6,6,1,rain,0.94,62.65,0.94,3.49,64
2013-06-07,14,6,6,1,rain,0.95,62.53,0.94,3.22,66
2013-06-07,15,6,6,1,rain,0.95,62.64,0.94,3.25,72
2013-06-07,16,6,6,1,rain,0.94,62.3,0.94,3.87,73
2013-06-07,17,6,6,1,rain,0.95,61.49,0.94,5.2,133
2013-06-07,18,6,6,1,rain,0.94,61.12,0.94,4.94,100
2013-06-07,19,6,6,1,rain,0.93,60.35,0.94,5.4,53
2013-06-07,20,6,6,1,rain,0.95,60.3,0.94,5.37,35
2013-06-07,21,6,6,0,rain,0.95,60.7,0.94,5.28,20
2013-06-07,22,6,6,0,rain,0.94,60.95,0.94,5.44,13
2013-06-07,23,6,6,0,rain,0.95,60.86,0.94,5.53,22
2013-06-08,0,6,7,0,rain,0.93,60.44,0.94,5.84,7
2013-06-08,1,6,7,0,rain,0.92,59.48,0.94,4.88,1
2013-06-08,2,6,7,0,rain,0.9,58.81,0.94,5.17,8
2013-06-08,3,6,7,0,rain,0.94,58.25,0.94,5.17,11
2013-06-08,4,6,7,0,rain,0.83,57.63,0.94,6.3,9
2013-06-08,5,6,7,0,cloudy,0.41,57.41,0.93,5.92,11
2013-06-08,6,6,7,1,partly-cloudy,0.12,57.64,0.92,4.07,41
2013-06-08,7,6,7,1,partly-cloudy,0.09,59.24,0.9,3.47,130
2013-06-08,8,6,7,1,partly-cloudy,0.09,61.27,0.89,2.63,233
2013-06-08,9,6,7,1,partly-cloudy,0.09,64.79,0.85,3.13,458
2013-06-08,10,6,7,1,partly-cloudy,0.08,68.16,0.79,4.27,741
2013-06-08,11,6,7,1,partly-cloudy,0.07,71.97,0.71,3.96,1086
2013-06-08,12,6,7,1,partly-cloudy,0.07,73.49,0.69,3.52,1342
2013-06-08,13,6,7,1,partly-cloudy,0.01,75.35,0.65,2.96,1632
2013-06-08,14,6,7,1,partly-cloudy,0.02,75.88,0.64,4.52,1663
2013-06-08,15,6,7,1,partly-cloudy,0.03,74.88,0.66,3.68,1647
2013-06-08,16,6,7,1,partly-cloudy,0.02,74.91,0.67,3.27,1688
2013-06-08,17,6,7,1,partly-cloudy,0.01,75.35,0.65,3.56,1614
2013-06-08,18,6,7,1,partly-cloudy,0.02,75.89,0.64,3.35,1506
2013-06-08,19,6,7,1,partly-cloudy,0.01,75.46,0.65,2.86,1367
2013-06-08,20,6,7,1,partly-cloudy,0.02,74.08,0.67,1.26,1058
2013-06-08,21,6,7,0,partly-cloudy,0,71.39,0.73,0.75,712
2013-06-08,22,6,7,0,partly-cloudy,0.04,69.63,0.75,0.44,542
2013-06-08,23,6,7,0,partly-cloudy,0.03,68.25,0.79,0.53,500
2013-06-09,0,6,1,0,partly-cloudy,0,67.23,0.81,0.75,404
2013-06-09,1,6,1,0,partly-cloudy,0,66.54,0.83,0.9,314
2013-06-09,2,6,1,0,partly-cloudy,0,65.38,0.85,0.8,173
2013-06-09,3,6,1,0,clear,0,64.24,0.86,0.78,126
2013-06-09,4,6,1,0,clear,0,63.3,0.86,0.86,78
2013-06-09,5,6,1,0,clear,0,62.2,0.87,0.88,49
2013-06-09,6,6,1,1,clear,0,61.56,0.88,0.78,66
2013-06-09,7,6,1,1,clear,0,63.82,0.86,0.89,144
2013-06-09,8,6,1,1,clear,0,67.14,0.78,0.28,290
2013-06-09,9,6,1,1,clear,0,70.94,0.65,0.67,547
2013-06-09,10,6,1,1,partly-cloudy,0,73.1,0.57,0.7,880
2013-06-09,11,6,1,1,partly-cloudy,0,75.19,0.53,1.54,1227
2013-06-09,12,6,1,1,clear,0,77.19,0.5,1.57,1626
2013-06-09,13,6,1,1,clear,0,78.5,0.48,2.48,1817
2013-06-09,14,6,1,1,partly-cloudy,0,79.41,0.47,2.44,1901
2013-06-09,15,6,1,1,partly-cloudy,0,80.54,0.45,2.89,1975
2013-06-09,16,6,1,1,partly-cloudy,0,80.09,0.46,2.55,1992
2013-06-09,17,6,1,1,partly-cloudy,0,79.8,0.47,1.92,1862
2013-06-09,18,6,1,1,partly-cloudy,0,78.78,0.49,2.18,1679
2013-06-09,19,6,1,1,partly-cloudy,0,77.71,0.52,1.44,1401
2013-06-09,20,6,1,1,partly-cloudy,0,74.8,0.59,1.05,1048
2013-06-09,21,6,1,0,partly-cloudy,0,72.24,0.66,0.8,593
2013-06-09,22,6,1,0,clear,0,70.71,0.71,0.65,490
2013-06-09,23,6,1,0,partly-cloudy,0,69.56,0.75,0.71,352
2013-06-10,0,6,2,0,partly-cloudy,0,68.14,0.8,0.57,181
2013-06-10,1,6,2,0,partly-cloudy,0,68.13,0.8,0.43,79
2013-06-10,2,6,2,0,partly-cloudy,0,67.88,0.82,0.26,42
2013-06-10,3,6,2,0,partly-cloudy,0,67.58,0.83,0.33,23
2013-06-10,4,6,2,0,partly-cloudy,0,67.39,0.84,0.64,38
2013-06-10,5,6,2,0,partly-cloudy,0,66.99,0.85,0.97,51
2013-06-10,6,6,2,1,partly-cloudy,0,66.86,0.86,1.18,187
2013-06-10,7,6,2,1,partly-cloudy,0,67.01,0.87,1.34,431
2013-06-10,8,6,2,1,partly-cloudy,0,68.17,0.85,1.8,865
2013-06-10,9,6,2,1,partly-cloudy,0.08,68.79,0.85,1.9,356
2013-06-10,10,6,2,1,cloudy,0.33,69.42,0.86,2.63,209
2013-06-10,11,6,2,1,rain,0.66,69.37,0.87,2.58,32
2013-06-10,12,6,2,1,rain,0.85,68,0.9,3.63,59
2013-06-10,13,6,2,1,rain,0.83,66.87,0.91,4.61,113
2013-06-10,14,6,2,1,rain,0.8,65.99,0.9,5.28,123
2013-06-10,15,6,2,1,rain,0.84,65.88,0.9,5.25,115
2013-06-10,16,6,2,1,rain,0.87,65.42,0.92,4.41,89
2013-06-10,17,6,2,1,rain,0.91,65.2,0.93,4.58,246
2013-06-10,18,6,2,1,rain,0.81,65.15,0.94,3.92,238
2013-06-10,19,6,2,1,rain,0.93,65.12,0.94,3.47,114
2013-06-10,20,6,2,1,rain,0.93,65.14,0.94,3.44,68
2013-06-10,21,6,2,0,rain,0.91,64.72,0.94,3.55,83
2013-06-10,22,6,2,0,rain,0.79,64.47,0.93,3.39,99
2013-06-10,23,6,2,0,rain,0.66,64.77,0.94,2.06,56
2013-06-11,0,6,3,0,rain,0.75,64.91,0.94,1.89,27
2013-06-11,1,6,3,0,rain,0.92,65.65,0.94,1.18,19
2013-06-11,2,6,3,0,rain,0.83,66.08,0.94,0.82,12
2013-06-11,3,6,3,0,cloudy,0.62,66.16,0.94,1.19,5
2013-06-11,4,6,3,0,rain,0.74,66.73,0.94,1.01,8
2013-06-11,5,6,3,0,partly-cloudy,0.67,67.48,0.94,1.85,34
2013-06-11,6,6,3,1,partly-cloudy,0.19,67.88,0.94,2.05,186
2013-06-11,7,6,3,1,partly-cloudy,0.04,68.67,0.94,2.86,454
2013-06-11,8,6,3,1,partly-cloudy,0,70.34,0.92,3.55,946
2013-06-11,9,6,3,1,partly-cloudy,0,72.2,0.88,4.53,803
2013-06-11,10,6,3,1,partly-cloudy,0,74.43,0.79,4.62,459
2013-06-11,11,6,3,1,partly-cloudy,0,76.88,0.71,4.64,475
2013-06-11,12,6,3,1,partly-cloudy,0.03,78.59,0.64,5.2,630
2013-06-11,13,6,3,1,partly-cloudy,0,79.76,0.6,4.92,790
2013-06-11,14,6,3,1,partly-cloudy,0,81.5,0.59,5.27,557
2013-06-11,15,6,3,1,partly-cloudy,0.12,78.21,0.64,5.97,552
2013-06-11,16,6,3,1,partly-cloudy,0.37,78.34,0.66,6.42,662
2013-06-11,17,6,3,1,partly-cloudy,0.26,79.38,0.63,7.2,1071
2013-06-11,18,6,3,1,partly-cloudy,0.1,79.45,0.61,7.06,1517
2013-06-11,19,6,3,1,partly-cloudy,0.21,76.56,0.66,6.54,1242
2013-06-11,20,6,3,1,partly-cloudy,0.14,75.47,0.66,5.49,853
2013-06-11,21,6,3,0,partly-cloudy,0,73.73,0.67,6.59,565
2013-06-11,22,6,3,0,partly-cloudy,0,72.36,0.67,5.39,462
2013-06-11,23,6,3,0,partly-cloudy,0,71.3,0.66,4.93,267
2013-06-12,0,6,4,0,partly-cloudy,0,70.22,0.67,5.37,155
2013-06-12,1,6,4,0,partly-cloudy,0,69.79,0.67,4.21,53
2013-06-12,2,6,4,0,partly-cloudy,0,68.99,0.71,3.55,40
2013-06-12,3,6,4,0,partly-cloudy,0,68.65,0.73,3.38,27
2013-06-12,4,6,4,0,partly-cloudy,0,68.32,0.71,5,15
2013-06-12,5,6,4,0,partly-cloudy,0,67.49,0.68,5.55,55
2013-06-12,6,6,4,1,partly-cloudy,0,66.37,0.65,6.42,253
2013-06-12,7,6,4,1,clear,0,65.89,0.63,7.31,554
2013-06-12,8,6,4,1,clear,0,66.33,0.61,6.88,1187
2013-06-12,9,6,4,1,clear,0,67.32,0.6,7.13,995
2013-06-12,10,6,4,1,clear,0,69.13,0.57,6.83,656
2013-06-12,11,6,4,1,partly-cloudy,0,71.19,0.54,6.19,639
2013-06-12,12,6,4,1,partly-cloudy,0,72.84,0.51,6.7,873
2013-06-12,13,6,4,1,partly-cloudy,0,74.56,0.48,7.07,891
2013-06-12,14,6,4,1,partly-cloudy,0,75.59,0.46,6.74,925
2013-06-12,15,6,4,1,partly-cloudy,0,75.83,0.46,7.18,866
2013-06-12,16,6,4,1,partly-cloudy,0,75.83,0.45,5.86,1018
2013-06-12,17,6,4,1,partly-cloudy,0,76.02,0.44,5.45,1711
2013-06-12,18,6,4,1,clear,0,75.75,0.44,5.66,1787
2013-06-12,19,6,4,1,partly-cloudy,0,75.5,0.45,4.44,1332
2013-06-12,20,6,4,1,clear,0,73.78,0.49,2.93,1107
2013-06-12,21,6,4,0,clear,0,71.39,0.54,1.64,710
2013-06-12,22,6,4,0,clear,0,69.7,0.57,0.8,562
2013-06-12,23,6,4,0,clear,0,67.55,0.64,0.19,384
2013-06-13,0,6,5,0,clear,0,66.06,0.68,0.02,218
2013-06-13,1,6,5,0,clear,0,64.52,0.72,0.27,102
2013-06-13,2,6,5,0,partly-cloudy,0,63.97,0.74,0.94,49
2013-06-13,3,6,5,0,partly-cloudy,0,63.56,0.77,1.1,31
2013-06-13,4,6,5,0,partly-cloudy,0,63.42,0.77,0.81,33
2013-06-13,5,6,5,0,cloudy,0,64.17,0.77,0.74,50
2013-06-13,6,6,5,1,cloudy,0,64.37,0.79,0.87,166
2013-06-13,7,6,5,1,cloudy,0.09,64.38,0.8,1.47,285
2013-06-13,8,6,5,1,cloudy,0.36,64.96,0.8,1.77,562
2013-06-13,9,6,5,1,cloudy,0.7,65.05,0.82,2.06,547
2013-06-13,10,6,5,1,rain,0.71,64.9,0.82,2.92,237
2013-06-13,11,6,5,1,rain,0.92,63.37,0.86,2.94,124
2013-06-13,12,6,5,1,rain,0.91,62.36,0.87,5.21,371
2013-06-13,13,6,5,1,rain,0.73,63.41,0.82,5.68,510
2013-06-13,14,6,5,1,cloudy,0.12,63.3,0.83,5.49,483
2013-06-13,15,6,5,1,cloudy,0.07,63.1,0.85,4.59,508
2013-06-13,16,6,5,1,cloudy,0.22,63.19,0.85,4.37,630
2013-06-13,17,6,5,1,cloudy,0.34,64.63,0.86,4.41,1231
2013-06-13,18,6,5,1,cloudy,0.12,64.54,0.87,4.38,1301
2013-06-13,19,6,5,1,cloudy,0.25,63.97,0.88,4.74,348
2013-06-13,20,6,5,1,rain,0.86,62.51,0.92,4.31,103
2013-06-13,21,6,5,0,rain,0.89,60.85,0.92,6.58,51
2013-06-13,22,6,5,0,rain,0.82,59.02,0.91,8.57,37
2013-06-13,23,6,5,0,rain,0.81,57.9,0.91,8.21,39
2013-06-14,0,6,6,0,rain,0.86,57,0.91,7.99,34
2013-06-14,1,6,6,0,rain,0.9,55.81,0.92,6.97,7
2013-06-14,2,6,6,0,rain,0.95,54.91,0.92,7.8,7
2013-06-14,3,6,6,0,rain,0.9,54.9,0.92,6.12,5
2013-06-14,4,6,6,0,rain,0.88,54.66,0.91,6.68,12
2013-06-14,5,6,6,0,rain,0.77,54.34,0.9,6.63,29
2013-06-14,6,6,6,1,cloudy,0.34,54.53,0.89,6.62,174
2013-06-14,7,6,6,1,cloudy,0.12,54.85,0.88,7.05,326
2013-06-14,8,6,6,1,cloudy,0,56.31,0.84,6.87,1052
2013-06-14,9,6,6,1,cloudy,0.05,58.08,0.79,5.42,819
2013-06-14,10,6,6,1,cloudy,0.08,58.99,0.78,5.13,543
2013-06-14,11,6,6,1,partly-cloudy,0.12,60.43,0.74,4.26,564
2013-06-14,12,6,6,1,partly-cloudy,0.04,63.55,0.65,3.74,807
2013-06-14,13,6,6,1,partly-cloudy,0.02,66.24,0.61,2.33,933
2013-06-14,14,6,6,1,partly-cloudy,0.01,68.47,0.59,0.08,1027
2013-06-14,15,6,6,1,partly-cloudy,0,70.94,0.56,0.61,1117
2013-06-14,16,6,6,1,partly-cloudy,0.04,72.28,0.56,1.5,1287
2013-06-14,17,6,6,1,partly-cloudy,0.08,70.61,0.61,1.62,1194
2013-06-14,18,6,6,1,partly-cloudy,0.22,68.56,0.67,2.26,1349
2013-06-14,19,6,6,1,partly-cloudy,0.36,67.38,0.68,2.61,1223
2013-06-14,20,6,6,1,partly-cloudy,0.15,66.22,0.7,1.74,871
2013-06-14,21,6,6,0,partly-cloudy,0.02,64.56,0.74,1.05,607
2013-06-14,22,6,6,0,partly-cloudy,0.01,63.64,0.76,1.43,527
2013-06-14,23,6,6,0,clear,0,63.27,0.78,2.19,428
2013-06-15,0,6,7,0,clear,0,63.06,0.79,2.05,350
2013-06-15,1,6,7,0,clear,0,62.85,0.79,1.96,223
2013-06-15,2,6,7,0,clear,0,62.83,0.78,2.22,124
2013-06-15,3,6,7,0,clear,0,62.93,0.78,2.48,92
2013-06-15,4,6,7,0,clear,0,62.4,0.78,1.4,56
2013-06-15,5,6,7,0,clear,0,61.33,0.79,1.77,34
2013-06-15,6,6,7,1,clear,0,61.1,0.8,1.14,59
2013-06-15,7,6,7,1,clear,0.04,63.09,0.78,1.88,175
2013-06-15,8,6,7,1,clear,0.04,65.86,0.73,2.15,379
2013-06-15,9,6,7,1,clear,0,68.73,0.67,2.79,628
2013-06-15,10,6,7,1,clear,0,72.14,0.56,3.41,1057
2013-06-15,11,6,7,1,clear,0,74.95,0.44,3.06,1412
2013-06-15,12,6,7,1,clear,0,76.71,0.4,3.63,1806
2013-06-15,13,6,7,1,partly-cloudy,0,77.66,0.38,4.35,2040
2013-06-15,14,6,7,1,partly-cloudy,0,78.92,0.37,4.06,2199
2013-06-15,15,6,7,1,partly-cloudy,0,79.12,0.39,3.37,2457
2013-06-15,16,6,7,1,partly-cloudy,0,79.89,0.39,3.59,2341
2013-06-15,17,6,7,1,partly-cloudy,0,80.15,0.38,3.74,2279
2013-06-15,18,6,7,1,partly-cloudy,0,79.28,0.38,3.27,2071
2013-06-15,19,6,7,1,clear,0,78.58,0.39,3.2,1730
2013-06-15,20,6,7,1,clear,0,76.28,0.44,2.15,1270
2013-06-15,21,6,7,0,clear,0,73.2,0.5,1.51,918
2013-06-15,22,6,7,0,clear,0,71,0.56,0.98,817
2013-06-15,23,6,7,0,clear,0,69.18,0.61,1.24,661
2013-06-16,0,6,1,0,clear,0,67.8,0.65,1.04,473
2013-06-16,1,6,1,0,clear,0,66.43,0.67,1.01,349
2013-06-16,2,6,1,0,clear,0,65.06,0.69,0.9,251
2013-06-16,3,6,1,0,clear,0,63.58,0.72,0.57,121
2013-06-16,4,6,1,0,clear,0,63.03,0.72,0.76,76
2013-06-16,5,6,1,0,clear,0,62.44,0.73,0.44,59
2013-06-16,6,6,1,1,clear,0,61.76,0.77,0.63,97
2013-06-16,7,6,1,1,partly-cloudy,0,63.89,0.76,0.55,158
2013-06-16,8,6,1,1,partly-cloudy,0,65.42,0.75,0.76,317
2013-06-16,9,6,1,1,partly-cloudy,0,67.47,0.7,0.66,591
2013-06-16,10,6,1,1,partly-cloudy,0,70.53,0.63,1.37,970
2013-06-16,11,6,1,1,partly-cloudy,0,74.8,0.53,3.19,1345
