date,sunrise,icon,precip_prob,temperature,humidity,wind_speed,rides
2018-02-17 04:00:00,0,clear,0,26.32,0.58,3.68,42
2018-02-17 05:00:00,0,clear,0,29.18,0.6,1.66,55
2018-02-17 06:00:00,0,clear,0,28.42,0.62,1,160
2018-02-17 07:00:00,1,clear,0,27.47,0.65,0.48,364
2018-02-17 08:00:00,1,clear,0,29.27,0.63,1.02,733
2018-02-17 09:00:00,1,clear,0,31.7,0.59,2.09,1138
2018-02-17 10:00:00,1,clear,0,30.83,0.56,3.32,1467
2018-02-17 11:00:00,1,clear,0,35.9,0.53,2.71,1788
2018-02-17 12:00:00,1,clear,0,35.3,0.51,3.41,2139
2018-02-17 13:00:00,1,clear,0,35.05,0.53,3.87,1962
2018-02-17 14:00:00,1,partly-cloudy,0,33.77,0.58,3.86,1827
2018-02-17 15:00:00,1,cloudy,0,34.21,0.61,3.02,1796
2018-02-17 16:00:00,1,partly-cloudy,0,33.35,0.63,3.47,1559
2018-02-17 17:00:00,1,cloudy,0,36.18,0.67,1.73,1009
2018-02-17 18:00:00,0,cloudy,0,34.81,0.8,1.03,526
2018-02-17 19:00:00,0,fog,0.12,33.36,0.88,0.45,263
2018-02-17 20:00:00,0,fog,0.2,32.94,0.91,0.53,153
2018-02-17 21:00:00,0,fog,0.13,32.79,0.92,0.45,110
2018-02-17 22:00:00,0,fog,0.1,33.06,0.92,0.28,112
2018-02-17 23:00:00,0,fog,0.16,32.97,0.93,0.03,107
2018-02-18 00:00:00,0,cloudy,0.18,32.96,0.93,0.15,85
2018-02-18 01:00:00,0,cloudy,0.2,32.99,0.94,0.03,97
2018-02-18 02:00:00,0,cloudy,0,33.1,0.93,0.31,59
2018-02-18 03:00:00,0,cloudy,0.05,33.22,0.93,0.77,50
2018-02-18 04:00:00,0,cloudy,0.06,33.4,0.93,1.81,27
2018-02-18 05:00:00,0,partly-cloudy,0,33.42,0.92,2.48,44
2018-02-18 06:00:00,0,partly-cloudy,0,31.02,0.9,3.08,68
2018-02-18 07:00:00,1,clear,0,30.64,0.85,3.61,190
2018-02-18 08:00:00,1,clear,0.13,30.39,0.78,4.99,440
2018-02-18 09:00:00,1,clear,0.25,31.35,0.7,6.18,702
2018-02-18 10:00:00,1,clear,0.44,33.95,0.62,5.64,1120
2018-02-18 11:00:00,1,rain,0.61,36.45,0.57,5.27,1468
2018-02-18 12:00:00,1,rain,0.7,39.47,0.53,4.33,1785
2018-02-18 13:00:00,1,rain,0.77,40.8,0.52,4.28,2156
2018-02-18 14:00:00,1,rain,0.74,41.66,0.5,4.44,2061
2018-02-18 15:00:00,1,rain,0.65,42.48,0.49,3.82,2182
2018-02-18 16:00:00,1,clear,0.42,42.73,0.49,3.38,2195
2018-02-18 17:00:00,1,clear,0.18,43.12,0.51,2.97,1944
2018-02-18 18:00:00,0,clear,0.15,40.62,0.56,0.6,1406
2018-02-18 19:00:00,0,clear,0,38.21,0.62,0.18,1083
2018-02-18 20:00:00,0,clear,0,36.31,0.66,0.05,811
2018-02-18 21:00:00,0,clear,0,34.77,0.69,0.09,651
2018-02-18 22:00:00,0,clear,0,33.28,0.73,0.04,499
2018-02-18 23:00:00,0,clear,0,32.38,0.75,0.14,415
2018-02-19 00:00:00,0,clear,0,31.66,0.77,0.21,244
2018-02-19 01:00:00,0,clear,0,30.87,0.79,0.29,118
2018-02-19 02:00:00,0,clear,0,31.72,0.78,0.48,69
2018-02-19 03:00:00,0,clear,0,32.1,0.8,0.47,54
2018-02-19 04:00:00,0,clear,0,32.45,0.82,0.32,37
2018-02-19 05:00:00,0,clear,0,32.75,0.83,0.35,115
2018-02-19 06:00:00,0,clear,0,32.27,0.84,0.21,330
2018-02-19 07:00:00,1,clear,0,32.24,0.86,0.16,680
2018-02-19 08:00:00,1,partly-cloudy,0,34.83,0.86,0.3,1488
2018-02-19 09:00:00,1,partly-cloudy,0,40.12,0.79,0.93,1565
2018-02-19 10:00:00,1,clear,0.1,43.97,0.72,2.66,1674
2018-02-19 11:00:00,1,partly-cloudy,0.15,44.28,0.7,3.4,1931
2018-02-19 12:00:00,1,cloudy,0.06,45.34,0.71,3.11,2044
2018-02-19 13:00:00,1,cloudy,0,46.52,0.73,1.9,2124
2018-02-19 14:00:00,1,cloudy,0,46.75,0.74,2.36,2133
2018-02-19 15:00:00,1,cloudy,0,47.2,0.75,1.55,2231
2018-02-19 16:00:00,1,cloudy,0,46.82,0.79,1.44,2118
2018-02-19 17:00:00,1,cloudy,0.11,45.67,0.86,0.97,1838
2018-02-19 18:00:00,0,cloudy,0.41,45.04,0.9,0.68,1411
2018-02-19 19:00:00,0,cloudy,0.6,44.66,0.92,0.67,1111
2018-02-19 20:00:00,0,cloudy,0.72,44.67,0.93,0.61,746
2018-02-19 21:00:00,0,rain,0.81,44.55,0.93,0.19,733
2018-02-19 22:00:00,0,fog,0.51,44.57,0.93,0.14,533
2018-02-19 23:00:00,0,fog,0.15,44.48,0.94,0.12,350
2018-02-20 00:00:00,0,fog,0.13,44.47,0.94,0.38,161
2018-02-20 01:00:00,0,fog,0,44.61,0.95,0.46,85
2018-02-20 02:00:00,0,fog,0,45.27,0.95,0.73,53
2018-02-20 03:00:00,0,cloudy,0,46.44,0.94,1.11,22
2018-02-20 04:00:00,0,cloudy,0,46.92,0.95,1.4,59
2018-02-20 05:00:00,0,cloudy,0,47.06,0.95,1.03,315
2018-02-20 06:00:00,0,fog,0,47.65,0.95,1.17,1016
2018-02-20 07:00:00,1,fog,0,48,0.96,1.12,2180
2018-02-20 08:00:00,1,fog,0,49.23,0.96,2.77,3884
2018-02-20 09:00:00,1,cloudy,0,50.45,0.95,3.31,2894
2018-02-20 10:00:00,1,cloudy,0,51.85,0.94,3.34,1550
2018-02-20 11:00:00,1,cloudy,0,53.57,0.92,3.87,1431
2018-02-20 12:00:00,1,partly-cloudy,0,56.75,0.87,4.13,1837
2018-02-20 13:00:00,1,partly-cloudy,0,60.57,0.79,4.21,2050
2018-02-20 14:00:00,1,clear,0,63.92,0.72,3.51,2211
2018-02-20 15:00:00,1,clear,0,66.03,0.68,2.61,2421
2018-02-20 16:00:00,1,clear,0,66.69,0.68,2.37,3248
2018-02-20 17:00:00,1,clear,0,65.87,0.69,0.78,5384
2018-02-20 18:00:00,0,clear,0,62.69,0.74,0.43,4959
2018-02-20 19:00:00,0,clear,0,59.17,0.8,0.21,3287
2018-02-20 20:00:00,0,clear,0,57.5,0.81,0.7,2255
2018-02-20 21:00:00,0,clear,0,55.82,0.84,0.69,1545
2018-02-20 22:00:00,0,clear,0,55.56,0.85,0.88,1055
2018-02-20 23:00:00,0,clear,0,55.59,0.85,1.13,578
2018-02-21 00:00:00,0,partly-cloudy,0,54.93,0.88,1.05,278
2018-02-21 01:00:00,0,partly-cloudy,0,54.55,0.91,1.07,130
2018-02-21 02:00:00,0,partly-cloudy,0,54.96,0.91,1.11,87
2018-02-21 03:00:00,0,partly-cloudy,0,54.58,0.93,1.55,38
2018-02-21 04:00:00,0,cloudy,0,54.98,0.94,1.35,62
2018-02-21 05:00:00,0,cloudy,0,56.04,0.93,1.27,389
2018-02-21 06:00:00,0,cloudy,0,56.85,0.95,1.6,1316
2018-02-21 07:00:00,1,cloudy,0,57.57,0.92,1.73,2792
2018-02-21 08:00:00,1,cloudy,0,58.84,0.9,1.92,5050
2018-02-21 09:00:00,1,cloudy,0,60.03,0.91,2.86,3629
2018-02-21 10:00:00,1,cloudy,0,62.79,0.86,3.96,2059
2018-02-21 11:00:00,1,partly-cloudy,0,67.36,0.76,3.96,2006
2018-02-21 12:00:00,1,clear,0,71.78,0.66,4.48,2478
2018-02-21 13:00:00,1,clear,0,74.62,0.61,5.25,2767
2018-02-21 14:00:00,1,clear,0,76.47,0.58,5.09,2878
2018-02-21 15:00:00,1,clear,0,77.76,0.55,4.62,3167
2018-02-21 16:00:00,1,clear,0,78.02,0.55,4.19,3906
2018-02-21 17:00:00,1,clear,0,76.6,0.57,3.36,6262
2018-02-21 18:00:00,0,clear,0,73.4,0.63,1.74,5379
2018-02-21 19:00:00,0,clear,0,70.58,0.68,1.91,3499
2018-02-21 20:00:00,0,partly-cloudy,0.18,65.85,0.71,1.67,2210
2018-02-21 21:00:00,0,cloudy,0.36,62.3,0.77,3.42,1133
2018-02-21 22:00:00,0,cloudy,0.6,59.7,0.77,3.5,961
2018-02-21 23:00:00,0,cloudy,0.37,58.29,0.73,3.03,639
2018-02-22 00:00:00,0,cloudy,0,57.18,0.68,2.54,305
2018-02-22 01:00:00,0,cloudy,0,55.98,0.63,3.06,159
2018-02-22 02:00:00,0,cloudy,0,54.19,0.58,2.98,76
2018-02-22 03:00:00,0,cloudy,0,52.24,0.59,4.14,57
2018-02-22 04:00:00,0,cloudy,0,50.16,0.64,3.9,58
2018-02-22 05:00:00,0,cloudy,0.25,47.39,0.71,2.98,320
2018-02-22 06:00:00,0,cloudy,0.31,43.32,0.76,3.87,1150
2018-02-22 07:00:00,1,cloudy,0,40.04,0.71,10.7,1687
2018-02-22 08:00:00,1,cloudy,0.37,38.69,0.75,11.42,3596
2018-02-22 09:00:00,1,cloudy,0.28,38.91,0.74,10.29,2704
2018-02-22 10:00:00,1,cloudy,0.34,42.18,0.77,3.61,1431
2018-02-22 11:00:00,1,cloudy,0.29,41.24,0.74,4.76,1325
2018-02-22 12:00:00,1,cloudy,0,41.76,0.72,4.1,1500
2018-02-22 13:00:00,1,cloudy,0,42.04,0.72,3.13,1101
2018-02-22 14:00:00,1,cloudy,0.5,39.98,0.78,3.56,760
2018-02-22 15:00:00,1,cloudy,0.79,37.7,0.84,3.87,772
2018-02-22 16:00:00,1,rain,0.91,35.94,0.87,4.06,609
2018-02-22 17:00:00,1,rain,1,37.82,0.9,2.88,1264
2018-02-22 18:00:00,0,rain,1,37.63,0.91,2.99,2390
2018-02-22 19:00:00,0,cloudy,0.77,35.44,0.9,3.32,2012
2018-02-22 20:00:00,0,cloudy,0,35.2,0.89,3.38,1383
2018-02-22 21:00:00,0,cloudy,0,37.34,0.89,2.6,1033
2018-02-22 22:00:00,0,cloudy,0,37.28,0.88,1.64,809
2018-02-22 23:00:00,0,cloudy,0,37.31,0.88,2.4,509
2018-02-23 00:00:00,0,cloudy,0,34.93,0.88,3.1,282
2018-02-23 01:00:00,0,cloudy,0,36.84,0.88,2.26,139
2018-02-23 02:00:00,0,cloudy,0,36.64,0.87,2.97,72
2018-02-23 03:00:00,0,cloudy,0,36.33,0.87,2.58,50
2018-02-23 04:00:00,0,cloudy,0,36.29,0.87,2.03,53
2018-02-23 05:00:00,0,cloudy,0,36.29,0.86,2.65,329
2018-02-23 06:00:00,0,cloudy,0,36.27,0.86,2.61,1001
2018-02-23 07:00:00,1,cloudy,0,34.19,0.85,3.06,1959
2018-02-23 08:00:00,1,cloudy,0,36.63,0.85,2.79,2980
2018-02-23 09:00:00,1,cloudy,0,36.78,0.86,2.03,1956
2018-02-23 10:00:00,1,cloudy,0.49,36.8,0.89,2.08,938
2018-02-23 11:00:00,1,cloudy,0.65,37.06,0.9,2.33,896
2018-02-23 12:00:00,1,cloudy,0.61,37.82,0.9,2.79,1110
2018-02-23 13:00:00,1,cloudy,0.42,38.37,0.9,2.67,1130
2018-02-23 14:00:00,1,cloudy,0.31,38.69,0.9,1.69,1145
2018-02-23 15:00:00,1,fog,0.48,38.67,0.92,2.08,1303
2018-02-23 16:00:00,1,cloudy,0.45,38.65,0.93,2.17,1514
2018-02-23 17:00:00,1,fog,0.61,38.8,0.93,0.95,1969
2018-02-23 18:00:00,0,rain,0.83,38.94,0.94,0.26,1897
2018-02-23 19:00:00,0,rain,0.93,39.04,0.94,0.4,1677
2018-02-23 20:00:00,0,cloudy,0.52,39.19,0.94,0.14,1188
2018-02-23 21:00:00,0,cloudy,0,39.37,0.95,0.39,867
2018-02-23 22:00:00,0,cloudy,0,39.68,0.95,0.78,650
2018-02-23 23:00:00,0,cloudy,0,40.17,0.95,2.02,529
2018-02-24 00:00:00,0,cloudy,0,40.95,0.94,2.55,421
2018-02-24 01:00:00,0,cloudy,0,41.85,0.93,2.19,242
2018-02-24 02:00:00,0,partly-cloudy,0,42.37,0.93,2.61,152
2018-02-24 03:00:00,0,partly-cloudy,0,42.42,0.92,2.61,118
2018-02-24 04:00:00,0,partly-cloudy,0,42.61,0.93,1.46,70
2018-02-24 05:00:00,0,partly-cloudy,0,42.51,0.93,1.65,83
2018-02-24 06:00:00,0,partly-cloudy,0,42.53,0.93,1.16,237
2018-02-24 07:00:00,1,partly-cloudy,0,42.87,0.93,1.01,519
2018-02-24 08:00:00,1,partly-cloudy,0,44.93,0.92,0.9,1075
2018-02-24 09:00:00,1,clear,0,47.58,0.88,0.95,1808
2018-02-24 10:00:00,1,partly-cloudy,0,51.08,0.76,2.07,2324
2018-02-24 11:00:00,1,partly-cloudy,0,52.48,0.71,1.69,2776
2018-02-24 12:00:00,1,partly-cloudy,0,53.02,0.68,2.07,2779
2018-02-24 13:00:00,1,cloudy,0,52.69,0.69,1.69,2674
2018-02-24 14:00:00,1,cloudy,0,52.39,0.67,1.31,2481
2018-02-24 15:00:00,1,cloudy,0,50.92,0.72,1.09,898
2018-02-24 16:00:00,1,rain,0.86,48.3,0.83,1.35,1198
2018-02-24 17:00:00,1,rain,0.9,46.9,0.86,1.5,1221
2018-02-24 18:00:00,0,cloudy,0.73,46.17,0.88,0.52,1292
2018-02-24 19:00:00,0,cloudy,0.5,45.92,0.89,0.16,1051
2018-02-24 20:00:00,0,cloudy,0.41,45.69,0.9,0.05,790
2018-02-24 21:00:00,0,cloudy,0.48,45.36,0.91,1.68,478
2018-02-24 22:00:00,0,cloudy,0.61,44.28,0.91,1.66,430
2018-02-24 23:00:00,0,cloudy,0.53,43.57,0.91,1.34,433
2018-02-25 00:00:00,0,cloudy,0.19,42.94,0.89,1.7,368
2018-02-25 01:00:00,0,cloudy,0,42.7,0.88,1.36,246
2018-02-25 02:00:00,0,cloudy,0,42.68,0.87,1.76,165
2018-02-25 03:00:00,0,cloudy,0,41.28,0.85,3.09,84
2018-02-25 04:00:00,0,rain,0.91,42.34,0.88,2.69,22
2018-02-25 05:00:00,0,rain,1,39.15,0.91,4.38,13
2018-02-25 06:00:00,0,rain,1,39.2,0.92,4.27,22
2018-02-25 07:00:00,1,rain,1,37.43,0.92,5.83,85
2018-02-25 08:00:00,1,rain,0.99,37.87,0.93,5.08,220
2018-02-25 09:00:00,1,rain,1,37.66,0.93,5.43,363
2018-02-25 10:00:00,1,rain,1,38.73,0.93,4.43,454
2018-02-25 11:00:00,1,rain,1,39.77,0.93,3.47,569
2018-02-25 12:00:00,1,rain,1,39.09,0.93,4.43,880
2018-02-25 13:00:00,1,rain,0.98,40.01,0.93,3.61,1039
2018-02-25 14:00:00,1,cloudy,0.45,42.24,0.94,2.9,1275
2018-02-25 15:00:00,1,cloudy,0.25,42.31,0.94,2.46,1548
2018-02-25 16:00:00,1,cloudy,0,42.55,0.93,1.73,1751
2018-02-25 17:00:00,1,cloudy,0,42.83,0.93,0.77,1677
2018-02-25 18:00:00,0,cloudy,0,42.73,0.94,0.04,1518
2018-02-25 19:00:00,0,cloudy,0,42.78,0.94,0.03,1272
2018-02-25 20:00:00,0,cloudy,0,43,0.93,0.18,937
2018-02-25 21:00:00,0,cloudy,0,42.93,0.94,0.45,757
2018-02-25 22:00:00,0,cloudy,0,42.87,0.94,0.15,556
2018-02-25 23:00:00,0,cloudy,0,42.94,0.94,0.2,329
2018-02-26 00:00:00,0,cloudy,0,42.95,0.94,0.79,186
2018-02-26 01:00:00,0,cloudy,0,43.08,0.94,0.84,90
2018-02-26 02:00:00,0,cloudy,0,43.04,0.94,0.95,39
2018-02-26 03:00:00,0,partly-cloudy,0,42.64,0.95,0.72,27
2018-02-26 04:00:00,0,partly-cloudy,0,42.11,0.94,0.51,46
2018-02-26 05:00:00,0,partly-cloudy,0,41.64,0.94,0.32,347
2018-02-26 06:00:00,0,partly-cloudy,0,42.01,0.92,0.53,1308
2018-02-26 07:00:00,1,partly-cloudy,0,42.77,0.89,1.12,2730
2018-02-26 08:00:00,1,partly-cloudy,0,43.61,0.82,2.91,4504
2018-02-26 09:00:00,1,partly-cloudy,0,42.21,0.72,3.62,2864
2018-02-26 10:00:00,1,partly-cloudy,0,42.22,0.66,4.02,1474
2018-02-26 11:00:00,1,partly-cloudy,0,44.01,0.62,3.04,1379
2018-02-26 12:00:00,1,clear,0,46.54,0.57,2.75,1707
2018-02-26 13:00:00,1,partly-cloudy,0,47.86,0.53,2.94,1780
2018-02-26 14:00:00,1,partly-cloudy,0,49.27,0.48,3.48,1966
2018-02-26 15:00:00,1,partly-cloudy,0,50.98,0.45,3.52,2123
2018-02-26 16:00:00,1,partly-cloudy,0,51.42,0.43,3.14,2804
2018-02-26 17:00:00,1,partly-cloudy,0,51.29,0.44,2.42,4896
2018-02-26 18:00:00,0,clear,0,49.5,0.46,1.57,4672
2018-02-26 19:00:00,0,clear,0,46.27,0.52,0.57,2967
2018-02-26 20:00:00,0,clear,0,44.16,0.56,0.79,1976
2018-02-26 21:00:00,0,clear,0,42.37,0.61,0.65,1313
2018-02-26 22:00:00,0,clear,0,40.89,0.62,0.61,908
2018-02-26 23:00:00,0,clear,0,39.98,0.63,0.75,464
2018-02-27 00:00:00,0,clear,0,38.92,0.62,1.02,211
2018-02-27 01:00:00,0,clear,0,38.89,0.59,1.59,89
2018-02-27 02:00:00,0,clear,0,39.27,0.55,2.03,34
2018-02-27 03:00:00,0,clear,0,38.97,0.54,1.64,31
2018-02-27 04:00:00,0,clear,0,37.9,0.56,0.92,56
2018-02-27 05:00:00,0,clear,0,36.86,0.58,0.93,370
2018-02-27 06:00:00,0,clear,0,36.12,0.6,0.96,1401
2018-02-27 07:00:00,1,clear,0,35.6,0.62,0.64,3092
2018-02-27 08:00:00,1,clear,0,39.14,0.56,0.95,5357
2018-02-27 09:00:00,1,clear,0,43.46,0.47,0.83,3504
2018-02-27 10:00:00,1,clear,0,47.04,0.39,0.95,1814
2018-02-27 11:00:00,1,clear,0,50.04,0.37,1.63,1794
2018-02-27 12:00:00,1,clear,0,51.99,0.36,2.06,2167
2018-02-27 13:00:00,1,clear,0,53.88,0.35,2.6,2312
2018-02-27 14:00:00,1,clear,0,55.21,0.33,2.78,2354
2018-02-27 15:00:00,1,clear,0,55.74,0.33,2.88,2634
2018-02-27 16:00:00,1,clear,0,55.16,0.34,2.92,3239
2018-02-27 17:00:00,1,clear,0,52.79,0.38,3.29,5071
2018-02-27 18:00:00,0,clear,0,49.56,0.43,2.11,4970
2018-02-27 19:00:00,0,clear,0,46.83,0.5,1.88,3148
2018-02-27 20:00:00,0,clear,0,45.4,0.54,2.21,1956
2018-02-27 21:00:00,0,clear,0,44.21,0.57,1.65,1427
2018-02-27 22:00:00,0,clear,0,43.54,0.58,2.12,962
2018-02-27 23:00:00,0,clear,0,42.85,0.59,2.14,523
2018-02-28 00:00:00,0,clear,0,42.04,0.6,2.03,
2018-02-28 01:00:00,0,clear,0,41.59,0.61,2.23,
2018-02-28 02:00:00,0,clear,0,41.01,0.62,2.04,
2018-02-28 03:00:00,0,clear,0,40.23,0.62,1.45,
2018-02-28 04:00:00,0,clear,0,39.33,0.64,1.07,
2018-02-28 05:00:00,0,clear,0,38.62,0.67,1.33,
2018-02-28 06:00:00,0,clear,0,38.37,0.68,0.8,
2018-02-28 07:00:00,1,clear,0,37.84,0.7,1.16,
2018-02-28 08:00:00,1,clear,0,40.2,0.67,1.87,
2018-02-28 09:00:00,1,clear,0,43.35,0.6,2.56,
2018-02-28 10:00:00,1,partly-cloudy,0,46.41,0.55,2.89,
2018-02-28 11:00:00,1,clear,0,48.86,0.51,3.25,
2018-02-28 12:00:00,1,clear,0,53.07,0.47,3.16,
2018-02-28 13:00:00,1,clear,0,56.61,0.43,2.84,
2018-02-28 14:00:00,1,clear,0,58.88,0.42,3.11,
2018-02-28 15:00:00,1,clear,0,59.64,0.41,2.99,
2018-02-28 16:00:00,1,clear,0,59.99,0.42,2.9,
2018-02-28 17:00:00,1,clear,0,58.78,0.44,2.66,
2018-02-28 18:00:00,0,clear,0,55.33,0.51,1.58,
2018-02-28 19:00:00,0,clear,0,52.87,0.56,0.84,
2018-02-28 20:00:00,0,clear,0,52.16,0.58,1.09,
2018-02-28 21:00:00,0,partly-cloudy,0,52.61,0.59,1.4,
2018-02-28 22:00:00,0,cloudy,0,52.71,0.6,0.98,
2018-02-28 23:00:00,0,cloudy,0,52.58,0.6,1.25,
2018-03-01 00:00:00,0,cloudy,0,52.04,0.62,0.84,
2018-03-01 01:00:00,0,cloudy,0,51.07,0.64,0.8,
2018-03-01 02:00:00,0,partly-cloudy,0,49.95,0.66,0.65,
2018-03-01 03:00:00,0,partly-cloudy,0,48.11,0.69,0.26,
2018-03-01 04:00:00,0,clear,0,45.88,0.73,0.45,
2018-03-01 05:00:00,0,clear,0,44.83,0.76,0.2,
2018-03-01 06:00:00,0,clear,0,43.76,0.79,0.05,
2018-03-01 07:00:00,1,partly-cloudy,0,43.44,0.8,0,
2018-03-01 08:00:00,1,partly-cloudy,0,45.59,0.8,0.01,
2018-03-01 09:00:00,1,partly-cloudy,0,49.91,0.71,0.06,
2018-03-01 10:00:00,1,partly-cloudy,0,54.49,0.64,0.32,
2018-03-01 11:00:00,1,partly-cloudy,0,57.75,0.59,1.05,
2018-03-01 12:00:00,1,partly-cloudy,0,58.09,0.58,1.55,
2018-03-01 13:00:00,1,partly-cloudy,0,58.79,0.56,1.97,
2018-03-01 14:00:00,1,partly-cloudy,0,58.73,0.56,2.56,
2018-03-01 15:00:00,1,partly-cloudy,0,57.05,0.58,2.99,
2018-03-01 16:00:00,1,partly-cloudy,0,56.54,0.59,3.55,
2018-03-01 17:00:00,1,partly-cloudy,0,55.35,0.6,3.32,
2018-03-01 18:00:00,0,partly-cloudy,0,54.27,0.62,2.53,
2018-03-01 19:00:00,0,cloudy,0,52.6,0.65,2.76,
2018-03-01 20:00:00,0,cloudy,0,50.89,0.69,2.59,
2018-03-01 21:00:00,0,cloudy,0.49,48.52,0.78,2.51,
2018-03-01 22:00:00,0,rain,0.99,45.31,0.87,3.09,
2018-03-01 23:00:00,0,rain,1,42.23,0.9,4.89,
